         2324420 function calls (2171995 primitive calls) in 1.523 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 mathtext.py:2254(Parser)
        1    0.000    0.000    0.028    0.028 text.py:3(<module>)
        1    0.000    0.000    0.009    0.009 excel.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _reader.py:3(<module>)
        1    0.000    0.000    0.028    0.028 cell.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        8    0.000    0.000    0.002    0.000 parser.py:207(parse_if)
        1    0.000    0.000    0.001    0.001 filters.py:10(<module>)
       13    0.000    0.000    0.039    0.003 environment.py:794(_load_template)
        1    0.000    0.000    0.000    0.000 backend.py:90(SparkBackend)
        4    0.000    0.000    0.003    0.001 exceptions.py:1(<module>)
       30    0.000    0.000    0.000    0.000 check.py:326(__init__)
       73    0.000    0.000    0.000    0.000 __init__.py:1603(_has)
        1    0.000    0.000    0.001    0.001 series.py:39(SparseSeries)
        1    0.000    0.000    0.000    0.000 datetimes.py:175(DatetimeIndex)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6623(getdoc)
        1    0.000    0.000    0.118    0.118 api.py:5(<module>)
       27    0.000    0.000    0.000    0.000 locale.py:647(getpreferredencoding)
      387    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7f0a9ef3c050}
        1    0.000    0.000    0.025    0.025 _axes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.001    0.001 document.py:22(<module>)
       20    0.000    0.000    0.000    0.000 compiler.py:811(visit_Block)
       82    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
       74    0.000    0.000    0.000    0.000 __init__.py:668(__iter__)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3203(__str__)
        1    0.000    0.000    0.000    0.000 interval.py:135(IntervalIndex)
        1    0.000    0.000    0.037    0.037 resources.py:17(<module>)
        1    0.000    0.000    0.007    0.007 financial.py:12(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.006    0.003 axis.py:3(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
       50    0.000    0.000    0.000    0.000 numbers.py:152(__set__)
        2    0.000    0.000    0.001    0.000 decorator.py:33(<module>)
      147    0.000    0.000    0.000    0.000 rgb.py:51(__init__)
        1    0.000    0.000    0.005    0.005 base_events.py:14(<module>)
    85/76    0.000    0.000    0.001    0.000 parser.py:681(parse_filter_expr)
       44    0.000    0.000    0.000    0.000 compiler.py:221(__init__)
       85    0.000    0.000    0.000    0.000 nodes.py:397(as_const)
       31    0.000    0.000    0.000    0.000 aggregators.py:1702(_scan_decorator)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:42(<module>)
       23    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
     10/2    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
        1    0.000    0.000    0.001    0.001 panel.py:107(Panel)
        1    0.000    0.000    0.001    0.001 window.py:1428(Rolling)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1305(wrapper)
        1    0.000    0.000    0.001    0.001 array.py:3(<module>)
        1    0.000    0.000    0.001    0.001 groupby.py:3409(SeriesGroupBy)
       12    0.000    0.000    0.000    0.000 typing.py:533(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:509(Decimal)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
       60    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(linspace)
       17    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        1    0.000    0.000    0.010    0.010 utils.py:9(<module>)
       26    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
        1    0.000    0.000    0.000    0.000 _base.py:410(_AxesBase)
        1    0.000    0.000    0.000    0.000 helpers.py:11(<module>)
       15    0.000    0.000    0.000    0.000 descriptors.py:699(_get_default)
       75    0.000    0.000    0.001    0.000 grammar.py:452(<genexpr>)
       44    0.000    0.000    0.000    0.000 check.py:411(dictof)
        1    0.000    0.000    0.002    0.002 rdd.py:18(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:11(<module>)
     32/9    0.000    0.000    0.003    0.000 pyparsing.py:4434(leaveWhitespace)
      160    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
       44    0.000    0.000    0.000    0.000 core.py:145(get_object_signature)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
      328    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.002    0.002 text.py:4(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:23(decorator)
        1    0.000    0.000    0.001    0.001 mstats_basic.py:4(<module>)
       16    0.000    0.000    0.000    0.000 instance.py:120(_sphinx_type)
       20    0.000    0.000    0.001    0.000 dataspec.py:411(__init__)
        3    0.000    0.000    0.000    0.000 compiler.py:965(visit_FromImport)
       13    0.000    0.000    0.001    0.000 lexer.py:303(__init__)
        1    0.000    0.000    0.001    0.001 expression_utils.py:1(<module>)
      157    0.000    0.000    0.000    0.000 type_parsing.py:63(visit_float64)
       44    0.000    0.000    0.000    0.000 check.py:124(__init__)
       30    0.000    0.000    0.000    0.000 check.py:415(func_spec)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2874(parseImpl)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4054(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:737(<dictcomp>)
        8    0.000    0.000    0.000    0.000 base.py:4839(_make_logical_function)
        1    0.000    0.000    0.000    0.000 adapters.py:9(<module>)
        1    0.000    0.000    0.002    0.002 models.py:8(<module>)
       23    0.000    0.000    0.000    0.000 enum.py:64(__init__)
      389    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.048    0.048 figure.py:12(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
        1    0.000    0.000    0.008    0.008 lines.py:4(<module>)
        2    0.000    0.000    0.001    0.000 numbers.py:3(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:12(<module>)
        1    0.000    0.000    0.000    0.000 layouts.py:58(LayoutDOM)
       31    0.000    0.000    0.000    0.000 decorators.py:94(error)
      540    0.000    0.000    0.000    0.000 instance.py:68(has_ref)
       30    0.000    0.000    0.000    0.000 dataspec.py:435(prepare_value)
       41    0.000    0.000    0.000    0.000 descriptors.py:1036(__init__)
       27    0.000    0.000    0.000    0.000 settings.py:178(_get)
       13    0.000    0.000    0.003    0.000 environment.py:524(_tokenize)
      186    0.000    0.000    0.000    0.000 expressions.py:106(__eq__)
        1    0.000    0.000    0.000    0.000 pydoc.py:39(<module>)
        1    0.000    0.000    0.004    0.004 window.py:7(<module>)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4747(parseImpl)
       12    0.000    0.000    0.000    0.000 generic.py:9638(_make_cum_function)
        1    0.000    0.000    0.000    0.000 category.py:32(CategoricalIndex)
       80    0.000    0.000    0.000    0.000 ops.py:249(_get_frame_op_default_axis)
       16    0.000    0.000    0.000    0.000 offsets.py:59(apply_wraps)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
       25    0.000    0.000    0.000    0.000 _dtype.py:319(_name_get)
        2    0.000    0.000    0.003    0.002 connection.py:1(<module>)
    24/22    0.000    0.000    0.015    0.001 __init__.py:109(import_module)
        1    0.000    0.000    0.073    0.073 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 text.py:119(CharacterProperties)
        1    0.000    0.000    0.009    0.009 marker.py:3(<module>)
        1    0.000    0.000    0.001    0.001 morestats.py:1(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:164(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:152(update)
        1    0.000    0.000    0.000    0.000 figure.py:1272(FigureOptions)
       13    0.000    0.000    0.015    0.001 parser.py:899(parse)
       98    0.000    0.000    0.000    0.000 idtracking.py:62(ref)
    79/65    0.000    0.000    0.004    0.000 parser.py:426(parse_expression)
       14    0.000    0.000    0.000    0.000 utils.py:414(__setitem__)
        1    0.000    0.000    0.008    0.008 family_methods.py:1(<module>)
        1    0.000    0.000    0.022    0.022 backend.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expression_typecheck.py:1(<module>)
        1    0.000    0.000    0.002    0.002 java_gateway.py:12(<module>)
        1    0.000    0.000    0.002    0.002 panel.py:3(<module>)
      160    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2577(__hash__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4654(parseImpl)
        1    0.000    0.000    0.001    0.001 format.py:5(<module>)
        1    0.000    0.000    0.036    0.036 model.py:10(<module>)
       96    0.000    0.000    0.000    0.000 ast.py:30(parse)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.002    0.002 shutil.py:5(<module>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
       32    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Misc)
        1    0.000    0.000    0.000    0.000 figure.py:245(Figure)
      224    0.000    0.000    0.000    0.000 patches.py:1864(<genexpr>)
        1    0.000    0.000    0.000    0.000 table.py:671(PivotField)
        1    0.000    0.000    0.005    0.005 dataspec.py:9(<module>)
        9    0.000    0.000    0.000    0.000 idtracking.py:221(visit_If)
       15    0.000    0.000    0.000    0.000 parser.py:396(parse_assign_target)
       29    0.000    0.000    0.000    0.000 expression_typecheck.py:281(__init__)
        1    0.000    0.000    0.001    0.001 base_expression.py:296(Expression)
      110    0.000    0.000    0.000    0.000 type_parsing.py:60(visit_int32)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4059(<genexpr>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:46(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:994(<listcomp>)
        9    0.000    0.000    0.000    0.000 generic.py:9618(_make_stat_function_ddof)
        3    0.000    0.000    0.000    0.000 generic.py:236(_setup_axes)
        1    0.000    0.000    0.002    0.002 categorical.py:3(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:760(__getitem_inner__)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       60    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.001    0.001 sessions.py:9(<module>)
        1    0.000    0.000    0.005    0.005 cookiejar.py:26(<module>)
        1    0.000    0.000    0.000    0.000 common.py:21(<listcomp>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
       70    0.000    0.000    0.000    0.000 visual.py:105(_sphinx_type)
        1    0.000    0.000    0.004    0.004 visual.py:9(<module>)
        2    0.000    0.000    0.007    0.003 __init__.py:10(<module>)
       13    0.000    0.000    0.017    0.001 compiler.py:74(generate)
       45    0.000    0.000    0.000    0.000 idtracking.py:153(__init__)
        1    0.000    0.000    0.011    0.011 environment.py:10(<module>)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 table_ir.py:475(TableFilterIntervals)
       19    0.000    0.000    0.000    0.000 check.py:395(sized_tupleof)
       18    0.000    0.000    0.001    0.000 six.py:91(__get__)
      115    0.000    0.000    0.000    0.000 expr.py:157(<lambda>)
        6    0.000    0.000    0.000    0.000 generic.py:9673(_make_logical_function)
       63    0.000    0.000    0.000    0.000 typing.py:629(<genexpr>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.002    0.002 cookies.py:127(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        7    0.000    0.000    0.000    0.000 core.py:1333(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        3    0.000    0.000    0.004    0.001 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
       89    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
        1    0.000    0.000    0.000    0.000 stylesheet.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1921(frechet_r_gen)
        1    0.000    0.000    0.013    0.013 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:388(<listcomp>)
        1    0.000    0.000    0.002    0.002 renderers.py:10(<module>)
        1    0.000    0.000    0.000    0.000 annotations.py:169(Legend)
